dataset,trajectory_id,binary_label,n_turns,approx_tokens,model,representation,anomaly_score,reconstruction_score,kl_score,risk_percentile,predicted_alert_90,predicted_alert_95,predicted_alert_99
trace,trajectory_0472,1,20,742,vae,tfidf_svd_side,0.18406707,0.18176161,2.3054647,0.9856211656441718,1,1,0
trace,trajectory_0022,1,29,868,vae,tfidf_svd_side,0.225879,0.2237844,2.0946019,0.9921395705521472,1,1,1
trace,trajectory_0130,0,22,749,vae,tfidf_svd_side,0.21105109,0.20881161,2.2394798,0.9904141104294478,1,1,1
trace,trajectory_0075,0,32,869,vae,tfidf_svd_side,0.2011345,0.1991059,2.0286038,0.9881134969325154,1,1,0
trace,trajectory_0425,1,23,833,vae,tfidf_svd_side,0.17736505,0.17520101,2.1640358,0.9838957055214724,1,1,0
trace,trajectory_0219,1,18,469,vae,tfidf_svd_side,0.18793182,0.18573864,2.1931863,0.9861963190184049,1,1,0
trace,trajectory_0126,1,25,997,vae,tfidf_svd_side,0.15425201,0.152085,2.1669958,0.9773773006134969,1,1,0
trace,trajectory_0433,0,40,1280,vae,tfidf_svd_side,0.16817512,0.1662258,1.9493085,0.9812116564417178,1,1,0
trace,trajectory_0063,0,23,600,vae,tfidf_svd_side,0.17414375,0.17194985,2.1938915,0.9825536809815951,1,1,0
trace,trajectory_0171,0,26,1094,vae,tfidf_svd_side,0.15315144,0.15099026,2.161169,0.9766104294478528,1,1,0
trace,trajectory_0034,1,30,722,vae,tfidf_svd_side,0.17277057,0.17068277,2.087801,0.9825536809815951,1,1,0
trace,trajectory_0464,1,28,699,vae,tfidf_svd_side,0.20815778,0.20600303,2.1547587,0.9896472392638037,1,1,0
trace,trajectory_0258,0,26,1189,vae,tfidf_svd_side,0.14148286,0.13937263,2.1102283,0.96875,1,1,0
trace,trajectory_0385,1,21,518,vae,tfidf_svd_side,0.19868335,0.19639997,2.2833838,0.9877300613496932,1,1,0
trace,trajectory_0413,1,26,1364,vae,tfidf_svd_side,0.22013195,0.21784785,2.2841017,0.9917561349693251,1,1,1
trace,trajectory_0043,1,29,847,vae,tfidf_svd_side,0.1889645,0.18688525,2.079245,0.9861963190184049,1,1,0
trace,trajectory_0106,1,21,906,vae,tfidf_svd_side,0.18807076,0.18575028,2.320478,0.9861963190184049,1,1,0
trace,trajectory_0278,0,21,752,vae,tfidf_svd_side,0.15772595,0.15538149,2.344452,0.9783358895705522,1,1,0
trace,trajectory_0297,1,25,823,vae,tfidf_svd_side,0.17182362,0.16956902,2.2546034,0.9823619631901841,1,1,0
trace,trajectory_0014,0,36,643,vae,tfidf_svd_side,0.23150936,0.22930153,2.2078338,0.9925230061349694,1,1,1
trace,trajectory_0444,0,21,893,vae,tfidf_svd_side,0.20567076,0.20340803,2.2627206,0.9896472392638037,1,1,0
trace,trajectory_0151,1,24,636,vae,tfidf_svd_side,0.21652043,0.21423765,2.282781,0.9915644171779141,1,1,1
trace,trajectory_0501,1,24,1088,vae,tfidf_svd_side,0.17511798,0.17291878,2.1992,0.9831288343558282,1,1,0
trace,trajectory_0281,0,24,656,vae,tfidf_svd_side,0.20941508,0.20720685,2.2082396,0.9900306748466258,1,1,1
trace,trajectory_0452,1,29,1014,vae,tfidf_svd_side,0.18771812,0.1856946,2.0235167,0.9861963190184049,1,1,0
trace,trajectory_0002,1,25,748,vae,tfidf_svd_side,0.21283114,0.21061787,2.213265,0.991180981595092,1,1,1
trace,trajectory_0517,1,24,773,vae,tfidf_svd_side,0.18627577,0.18409126,2.184507,0.9860046012269938,1,1,0
trace,trajectory_0147,0,23,877,vae,tfidf_svd_side,0.20531203,0.20312454,2.1874862,0.9896472392638037,1,1,0
trace,trajectory_0393,1,31,1000,vae,tfidf_svd_side,0.16823618,0.16611488,2.121297,0.9812116564417178,1,1,0
trace,trajectory_0239,0,27,623,vae,tfidf_svd_side,0.20667279,0.2044835,2.189297,0.9896472392638037,1,1,0
trace,trajectory_0055,0,25,760,vae,tfidf_svd_side,0.17165191,0.16949566,2.1562552,0.9823619631901841,1,1,0
trace,trajectory_0405,1,18,799,vae,tfidf_svd_side,0.18604851,0.18386553,2.1829715,0.9860046012269938,1,1,0
trace,trajectory_0110,0,40,889,vae,tfidf_svd_side,0.2109293,0.20872842,2.2008924,0.9902223926380368,1,1,1
trace,trajectory_0307,0,26,835,vae,tfidf_svd_side,0.2145241,0.21233296,2.1911438,0.9913726993865031,1,1,1
trace,trajectory_0242,0,42,1168,vae,tfidf_svd_side,0.2636131,0.26166695,1.9461442,0.9944401840490797,1,1,1
trace,trajectory_0491,1,41,1210,vae,tfidf_svd_side,0.19185644,0.18993919,1.9172547,0.9867714723926381,1,1,0
trace,trajectory_0184,0,33,1034,vae,tfidf_svd_side,0.18700059,0.18503024,1.9703465,0.9860046012269938,1,1,0
trace,trajectory_0350,0,21,877,vae,tfidf_svd_side,0.18427007,0.18204814,2.221933,0.9858128834355828,1,1,0
trace,trajectory_0215,0,31,1176,vae,tfidf_svd_side,0.17062952,0.168549,2.0805116,0.9815950920245399,1,1,0
trace,trajectory_0096,1,29,610,vae,tfidf_svd_side,0.18847795,0.186308,2.1699457,0.9861963190184049,1,1,0
trace,trajectory_0429,1,23,543,vae,tfidf_svd_side,0.19017877,0.18799907,2.1796947,0.986579754601227,1,1,0
trace,trajectory_0079,1,25,1426,vae,tfidf_svd_side,0.22445571,0.22217198,2.2837384,0.9921395705521472,1,1,1
trace,trajectory_0346,1,21,686,vae,tfidf_svd_side,0.21597336,0.21382765,2.1457028,0.9913726993865031,1,1,1
trace,trajectory_0203,1,18,539,vae,tfidf_svd_side,0.16375044,0.1614059,2.344531,0.9806365030674846,1,1,0
trace,trajectory_0080,0,36,1301,vae,tfidf_svd_side,0.1984476,0.19635326,2.0943418,0.9877300613496932,1,1,0
trace,trajectory_0311,0,16,664,vae,tfidf_svd_side,0.18405251,0.18173142,2.3210886,0.9856211656441718,1,1,0
trace,trajectory_0254,0,31,948,vae,tfidf_svd_side,0.23859033,0.23644465,2.1456783,0.9927147239263804,1,1,1
trace,trajectory_0487,1,36,1386,vae,tfidf_svd_side,0.21513304,0.21318825,1.9447944,0.9913726993865031,1,1,1
trace,trajectory_0192,1,21,875,vae,tfidf_svd_side,0.18202627,0.17989078,2.1354895,0.9848542944785276,1,1,0
trace,trajectory_0468,1,24,793,vae,tfidf_svd_side,0.19593409,0.19365333,2.2807605,0.9873466257668712,1,1,0
trace,trajectory_0038,1,23,824,vae,tfidf_svd_side,0.16884907,0.16683587,2.0131924,0.9812116564417178,1,1,0
trace,trajectory_0486,1,29,1340,vae,tfidf_svd_side,0.21493928,0.212729,2.2102683,0.9913726993865031,1,1,1
trace,trajectory_0193,1,23,637,vae,tfidf_svd_side,0.16237421,0.16020931,2.164897,0.9802530674846626,1,1,0
trace,trajectory_0469,1,24,778,vae,tfidf_svd_side,0.18574966,0.18354814,2.201534,0.9860046012269938,1,1,0
trace,trajectory_0039,0,32,1299,vae,tfidf_svd_side,0.19998105,0.1980308,1.9502506,0.9879217791411042,1,1,0
trace,trajectory_0310,0,23,591,vae,tfidf_svd_side,0.19346347,0.19128604,2.1774337,0.9871549079754601,1,1,0
trace,trajectory_0255,0,31,885,vae,tfidf_svd_side,0.20153323,0.19951382,2.0194113,0.9883052147239264,1,1,0
trace,trajectory_0081,1,24,1163,vae,tfidf_svd_side,0.18206865,0.17968741,2.3812306,0.9848542944785276,1,1,0
trace,trajectory_0347,0,24,1188,vae,tfidf_svd_side,0.19844934,0.19623107,2.2182732,0.9877300613496932,1,1,0
trace,trajectory_0202,0,30,794,vae,tfidf_svd_side,0.22598569,0.22381657,2.1691163,0.9921395705521472,1,1,1
trace,trajectory_0097,0,31,905,vae,tfidf_svd_side,0.19061895,0.18860656,2.0123863,0.986579754601227,1,1,0
trace,trajectory_0428,0,24,2116,vae,tfidf_svd_side,0.25448027,0.2521768,2.3034787,0.9940567484662577,1,1,1
trace,trajectory_0078,0,29,664,vae,tfidf_svd_side,0.18790099,0.18559442,2.3065617,0.9861963190184049,1,1,0
trace,trajectory_0351,0,19,264,vae,tfidf_svd_side,0.20822582,0.20593761,2.288202,0.9896472392638037,1,1,0
trace,trajectory_0214,1,22,1014,vae,tfidf_svd_side,0.15484788,0.15271991,2.127964,0.9773773006134969,1,1,0
trace,trajectory_0490,1,34,943,vae,tfidf_svd_side,0.19154543,0.18945166,2.0937696,0.986579754601227,1,1,0
trace,trajectory_0185,0,24,1525,vae,tfidf_svd_side,0.17927256,0.17712732,2.1452432,0.9842791411042945,1,1,0
trace,trajectory_0306,1,31,699,vae,tfidf_svd_side,0.20476045,0.20260951,2.1509426,0.9896472392638037,1,1,0
trace,trajectory_0243,1,27,901,vae,tfidf_svd_side,0.1882547,0.18611147,2.1432385,0.9861963190184049,1,1,0
trace,trajectory_0054,0,18,657,vae,tfidf_svd_side,0.18459485,0.18232594,2.2689059,0.9858128834355828,1,1,0
trace,trajectory_0404,1,30,1195,vae,tfidf_svd_side,0.16133144,0.15926538,2.0660565,0.9792944785276073,1,1,0
trace,trajectory_0111,0,29,822,vae,tfidf_svd_side,0.18997519,0.18785597,2.1192203,0.986579754601227,1,1,0
trace,trajectory_0392,1,27,672,vae,tfidf_svd_side,0.1902963,0.1881164,2.179905,0.986579754601227,1,1,0
trace,trajectory_0238,1,21,717,vae,tfidf_svd_side,0.18017146,0.17798632,2.185134,0.9844708588957055,1,1,0
trace,trajectory_0453,1,34,869,vae,tfidf_svd_side,0.1668462,0.16491063,1.9355681,0.9812116564417178,1,1,0
trace,trajectory_0003,0,26,1004,vae,tfidf_svd_side,0.23923254,0.23706737,2.1651647,0.9927147239263804,1,1,1
trace,trajectory_0516,1,24,773,vae,tfidf_svd_side,0.18246831,0.1802838,2.184507,0.9850460122699386,1,1,0
trace,trajectory_0146,1,21,757,vae,tfidf_svd_side,0.19959678,0.19745196,2.1448083,0.9879217791411042,1,1,0
trace,trajectory_0280,0,36,1008,vae,tfidf_svd_side,0.20381562,0.20170197,2.1136544,0.9896472392638037,1,1,0
trace,trajectory_0015,0,35,991,vae,tfidf_svd_side,0.17498057,0.17307948,1.9010932,0.9831288343558282,1,1,0
trace,trajectory_0445,0,23,759,vae,tfidf_svd_side,0.2018952,0.19962676,2.2684464,0.9883052147239264,1,1,0
trace,trajectory_0150,0,17,778,vae,tfidf_svd_side,0.14845964,0.14617927,2.2803717,0.973542944785276,1,1,0
trace,trajectory_0500,1,21,857,vae,tfidf_svd_side,0.2091851,0.20687804,2.307054,0.9900306748466258,1,1,1
trace,trajectory_0279,0,26,882,vae,tfidf_svd_side,0.18085015,0.17883931,2.0108328,0.9846625766871165,1,1,0
trace,trajectory_0296,1,24,791,vae,tfidf_svd_side,0.17173769,0.16946779,2.26989,0.9823619631901841,1,1,0
trace,trajectory_0412,1,25,829,vae,tfidf_svd_side,0.21144697,0.20912386,2.3231058,0.99079754601227,1,1,1
trace,trajectory_0042,0,28,795,vae,tfidf_svd_side,0.19888371,0.1967429,2.1408067,0.9877300613496932,1,1,0
trace,trajectory_0107,1,26,1049,vae,tfidf_svd_side,0.17595415,0.17388485,2.0692935,0.9835122699386503,1,1,0
trace,trajectory_0384,0,20,531,vae,tfidf_svd_side,0.22017229,0.21805339,2.1188946,0.9917561349693251,1,1,1
trace,trajectory_0259,1,27,892,vae,tfidf_svd_side,0.18426362,0.18204336,2.2202582,0.9858128834355828,1,1,0
trace,trajectory_0170,0,35,977,vae,tfidf_svd_side,0.17710148,0.17497222,2.1292503,0.9838957055214724,1,1,0
trace,trajectory_0035,0,26,873,vae,tfidf_svd_side,0.19535775,0.19309668,2.261077,0.9873466257668712,1,1,0
trace,trajectory_0465,1,20,624,vae,tfidf_svd_side,0.20849217,0.20632304,2.1691287,0.9898389570552147,1,1,0
trace,trajectory_0127,0,15,601,vae,tfidf_svd_side,0.24673748,0.24461563,2.1218529,0.9936733128834356,1,1,1
trace,trajectory_0432,1,21,621,vae,tfidf_svd_side,0.23320164,0.23091285,2.2887914,0.9925230061349694,1,1,1
trace,trajectory_0062,0,17,684,vae,tfidf_svd_side,0.238768,0.23660232,2.16567,0.9927147239263804,1,1,1
trace,trajectory_0218,1,26,919,vae,tfidf_svd_side,0.21266939,0.21049568,2.1737072,0.991180981595092,1,1,1
trace,trajectory_0131,1,38,1117,vae,tfidf_svd_side,0.14657532,0.14445528,2.120026,0.9725843558282209,1,1,0
trace,trajectory_0074,1,33,2085,vae,tfidf_svd_side,0.18035708,0.17814413,2.2129533,0.9844708588957055,1,1,0
trace,trajectory_0424,0,22,994,vae,tfidf_svd_side,0.21323133,0.21105996,2.1713665,0.991180981595092,1,1,1
trace,trajectory_0166,0,33,956,vae,tfidf_svd_side,0.21469946,0.212561,2.1384587,0.9913726993865031,1,1,1
trace,trajectory_0189,0,25,686,vae,tfidf_svd_side,0.14914683,0.14698818,2.1586344,0.9743098159509203,1,1,0
trace,trajectory_0473,0,30,604,vae,tfidf_svd_side,0.20625338,0.20406991,2.1834712,0.9896472392638037,1,1,0
trace,trajectory_0023,1,22,604,vae,tfidf_svd_side,0.2076241,0.20546192,2.16217,0.9896472392638037,1,1,0
trace,trajectory_0234,0,20,754,vae,tfidf_svd_side,0.24477834,0.24277984,1.998497,0.9932898773006135,1,1,1
trace,trajectory_0371,1,16,569,vae,tfidf_svd_side,0.20089991,0.19853075,2.3691583,0.9881134969325154,1,1,0
trace,trajectory_0408,1,24,1324,vae,tfidf_svd_side,0.16468166,0.16250567,2.1759863,0.9806365030674846,1,1,0
trace,trajectory_0058,0,22,1110,vae,tfidf_svd_side,0.14746197,0.14526492,2.1970487,0.9727760736196319,1,1,0
trace,trajectory_0263,1,21,613,vae,tfidf_svd_side,0.1896101,0.18753412,2.0759766,0.986579754601227,1,1,0
trace,trajectory_0326,0,15,645,vae,tfidf_svd_side,0.18475159,0.1826549,2.0966854,0.9858128834355828,1,1,0
trace,trajectory_0275,1,22,604,vae,tfidf_svd_side,0.20506378,0.20276648,2.2972984,0.9896472392638037,1,1,0
trace,trajectory_0330,1,22,1111,vae,tfidf_svd_side,0.17918748,0.17690282,2.2846637,0.9842791411042945,1,1,0
trace,trajectory_0449,1,26,599,vae,tfidf_svd_side,0.24668203,0.24441352,2.2685084,0.9936733128834356,1,1,1
trace,trajectory_0019,1,21,880,vae,tfidf_svd_side,0.16354296,0.16142537,2.1175885,0.9806365030674846,1,1,0
trace,trajectory_0388,1,43,1307,vae,tfidf_svd_side,0.16342463,0.16130182,2.122804,0.9804447852760736,1,1,0
trace,trajectory_0222,0,17,591,vae,tfidf_svd_side,0.17776287,0.17543882,2.324043,0.9840874233128835,1,1,0
trace,trajectory_0367,1,21,950,vae,tfidf_svd_side,0.18663795,0.18446182,2.1761298,0.9860046012269938,1,1,0
trace,trajectory_0229,1,24,790,vae,tfidf_svd_side,0.15282364,0.15056054,2.2631004,0.9764187116564417,1,1,0
trace,trajectory_0383,0,34,1353,vae,tfidf_svd_side,0.1852246,0.18320836,2.016232,0.9860046012269938,1,1,0
trace,trajectory_0415,1,35,1135,vae,tfidf_svd_side,0.19528705,0.19336867,1.9183702,0.9873466257668712,1,1,0
trace,trajectory_0045,0,20,700,vae,tfidf_svd_side,0.18441708,0.18219353,2.223554,0.9858128834355828,1,1,0
trace,trajectory_0100,1,24,978,vae,tfidf_svd_side,0.19578846,0.19366863,2.1198244,0.9873466257668712,1,1,0
trace,trajectory_0291,1,29,1067,vae,tfidf_svd_side,0.22267437,0.22059253,2.0818412,0.9919478527607362,1,1,1
trace,trajectory_0012,1,27,512,vae,tfidf_svd_side,0.20310448,0.2010173,2.087172,0.9890720858895705,1,1,0
trace,trajectory_0442,0,39,713,vae,tfidf_svd_side,0.1963219,0.19433126,1.9906524,0.9873466257668712,1,1,0
trace,trajectory_0157,0,34,1021,vae,tfidf_svd_side,0.20316721,0.2010592,2.1080132,0.9890720858895705,1,1,0
trace,trajectory_0507,1,36,1071,vae,tfidf_svd_side,0.2121292,0.210148,1.981201,0.991180981595092,1,1,1
trace,trajectory_0268,1,23,756,vae,tfidf_svd_side,0.21749,0.21532696,2.1630409,0.9915644171779141,1,1,1
trace,trajectory_0287,0,22,604,vae,tfidf_svd_side,0.19131158,0.1890974,2.214182,0.986579754601227,1,1,0
trace,trajectory_0454,1,19,622,vae,tfidf_svd_side,0.16583711,0.16369785,2.1392503,0.9808282208588958,1,1,0
trace,trajectory_0004,0,32,1277,vae,tfidf_svd_side,0.19115104,0.18910708,2.0439572,0.986579754601227,1,1,0
trace,trajectory_0511,1,22,1115,vae,tfidf_svd_side,0.16048676,0.15831824,2.1685207,0.9791027607361963,1,1,0
trace,trajectory_0141,1,20,718,vae,tfidf_svd_side,0.18636163,0.18407734,2.2842906,0.9860046012269938,1,1,0
trace,trajectory_0395,1,20,757,vae,tfidf_svd_side,0.187161,0.18496504,2.1959515,0.9860046012269938,1,1,0
trace,trajectory_0053,1,31,1104,vae,tfidf_svd_side,0.14635219,0.14422931,2.1228795,0.9725843558282209,1,1,0
trace,trajectory_0403,1,30,1272,vae,tfidf_svd_side,0.22826417,0.22599995,2.264213,0.9921395705521472,1,1,1
trace,trajectory_0116,0,28,560,vae,tfidf_svd_side,0.20777461,0.20564762,2.1269958,0.9896472392638037,1,1,0
trace,trajectory_0301,0,18,829,vae,tfidf_svd_side,0.17822585,0.17589816,2.327681,0.9840874233128835,1,1,0
trace,trajectory_0244,0,29,1297,vae,tfidf_svd_side,0.16620506,0.16407938,2.125678,0.9808282208588958,1,1,0
trace,trajectory_0497,1,34,1000,vae,tfidf_svd_side,0.17632169,0.17424467,2.0770166,0.9837039877300614,1,1,0
trace,trajectory_0028,0,25,599,vae,tfidf_svd_side,0.17522708,0.1730346,2.1924849,0.9831288343558282,1,1,0
trace,trajectory_0182,0,26,625,vae,tfidf_svd_side,0.19751304,0.19523291,2.2801366,0.9877300613496932,1,1,0
trace,trajectory_0478,0,29,667,vae,tfidf_svd_side,0.22578858,0.22334082,2.4477515,0.9921395705521472,1,1,1
trace,trajectory_0356,0,22,1483,vae,tfidf_svd_side,0.23782997,0.23555756,2.272411,0.9925230061349694,1,1,1
trace,trajectory_0213,0,32,1334,vae,tfidf_svd_side,0.16951439,0.1674149,2.099481,0.9814033742331288,1,1,0
trace,trajectory_0090,1,26,632,vae,tfidf_svd_side,0.2138974,0.21179707,2.1003263,0.991180981595092,1,1,1
trace,trajectory_0340,0,32,971,vae,tfidf_svd_side,0.2028852,0.20098634,1.8988619,0.9890720858895705,1,1,0
trace,trajectory_0205,1,26,577,vae,tfidf_svd_side,0.15417993,0.15206389,2.1160445,0.9771855828220859,1,1,0
trace,trajectory_0086,0,26,783,vae,tfidf_svd_side,0.18345042,0.18138342,2.0670018,0.9856211656441718,1,1,0
trace,trajectory_0069,1,33,1010,vae,tfidf_svd_side,0.18450822,0.18246797,2.040254,0.9858128834355828,1,1,0
trace,trajectory_0439,0,38,975,vae,tfidf_svd_side,0.19132665,0.18917966,2.1469924,0.986579754601227,1,1,0
trace,trajectory_0317,0,15,304,vae,tfidf_svd_side,0.23670995,0.23437597,2.3339822,0.9925230061349694,1,1,1
trace,trajectory_0252,1,27,828,vae,tfidf_svd_side,0.14661767,0.14454919,2.068482,0.9725843558282209,1,1,0
trace,trajectory_0481,0,21,1084,vae,tfidf_svd_side,0.19766481,0.19541836,2.246449,0.9877300613496932,1,1,0
trace,trajectory_0194,1,29,1137,vae,tfidf_svd_side,0.2594693,0.2572173,2.2520196,0.9944401840490797,1,1,1
trace,trajectory_0049,1,22,573,vae,tfidf_svd_side,0.21384047,0.21165767,2.182791,0.991180981595092,1,1,1
trace,trajectory_0419,0,43,665,vae,tfidf_svd_side,0.21920224,0.21715105,2.0511887,0.9915644171779141,1,1,1
trace,trajectory_0225,0,20,1048,vae,tfidf_svd_side,0.18618771,0.18399788,2.1898224,0.9860046012269938,1,1,0
trace,trajectory_0360,1,27,863,vae,tfidf_svd_side,0.19223918,0.18994324,2.2959378,0.9867714723926381,1,1,0
trace,trajectory_0272,1,27,591,vae,tfidf_svd_side,0.19072156,0.18859307,2.128479,0.986579754601227,1,1,0
trace,trajectory_0337,1,25,930,vae,tfidf_svd_side,0.24284521,0.24057727,2.2679482,0.9930981595092024,1,1,1
trace,trajectory_0008,0,28,832,vae,tfidf_svd_side,0.18504952,0.18293948,2.1100402,0.9860046012269938,1,1,0
trace,trajectory_0458,1,26,1200,vae,tfidf_svd_side,0.20925394,0.20707275,2.1811838,0.9900306748466258,1,1,1
trace,trajectory_0264,0,20,1255,vae,tfidf_svd_side,0.23840855,0.23617135,2.237199,0.9925230061349694,1,1,1
trace,trajectory_0321,0,25,751,vae,tfidf_svd_side,0.19806248,0.19576184,2.3006353,0.9877300613496932,1,1,0
trace,trajectory_0233,1,19,621,vae,tfidf_svd_side,0.17962706,0.17736588,2.2611752,0.9842791411042945,1,1,0
trace,trajectory_0399,1,14,274,vae,tfidf_svd_side,0.18465158,0.1822825,2.3690786,0.9858128834355828,1,1,0
trace,trajectory_0376,1,36,1350,vae,tfidf_svd_side,0.19326955,0.19108295,2.1866026,0.9871549079754601,1,1,0
trace,trajectory_0161,0,31,1189,vae,tfidf_svd_side,0.19112329,0.18903014,2.0931578,0.986579754601227,1,1,0
trace,trajectory_0474,0,30,590,vae,tfidf_svd_side,0.21557826,0.2135181,2.0601618,0.9913726993865031,1,1,1
trace,trajectory_0024,1,29,696,vae,tfidf_svd_side,0.15604304,0.1538826,2.1604505,0.9781441717791411,1,1,0
trace,trajectory_0248,0,35,1559,vae,tfidf_svd_side,0.14134263,0.13926814,2.074479,0.96875,1,1,0
trace,trajectory_0136,0,37,922,vae,tfidf_svd_side,0.16654253,0.16442947,2.1130588,0.9810199386503068,1,1,0
trace,trajectory_0073,0,28,1059,vae,tfidf_svd_side,0.2200158,0.2177464,2.2693822,0.9917561349693251,1,1,1
trace,trajectory_0423,1,28,844,vae,tfidf_svd_side,0.18075554,0.17857954,2.1760063,0.9846625766871165,1,1,0
trace,trajectory_0120,0,37,1336,vae,tfidf_svd_side,0.16498423,0.16300477,1.9794513,0.9808282208588958,1,1,0
trace,trajectory_0435,1,34,870,vae,tfidf_svd_side,0.18921073,0.18708067,2.1300662,0.9863880368098159,1,1,0
trace,trajectory_0065,1,32,1648,vae,tfidf_svd_side,0.17154673,0.16933757,2.2091534,0.9823619631901841,1,1,0
trace,trajectory_0209,1,21,731,vae,tfidf_svd_side,0.16078906,0.15860781,2.1812456,0.9792944785276073,1,1,0
trace,trajectory_0177,0,32,782,vae,tfidf_svd_side,0.20078461,0.19861582,2.1687837,0.9881134969325154,1,1,0
trace,trajectory_0032,1,20,596,vae,tfidf_svd_side,0.17585085,0.17350301,2.3478475,0.9835122699386503,1,1,0
trace,trajectory_0198,1,21,783,vae,tfidf_svd_side,0.19212575,0.18997048,2.155272,0.9867714723926381,1,1,0
trace,trajectory_0462,0,29,1231,vae,tfidf_svd_side,0.1826179,0.18067811,1.939783,0.9850460122699386,1,1,0
trace,trajectory_0176,1,31,1045,vae,tfidf_svd_side,0.19340448,0.19108847,2.3160167,0.9871549079754601,1,1,0
trace,trajectory_0033,1,31,753,vae,tfidf_svd_side,0.18011987,0.17796217,2.1577046,0.9844708588957055,1,1,0
trace,trajectory_0199,1,19,666,vae,tfidf_svd_side,0.18249194,0.18020299,2.2889476,0.9850460122699386,1,1,0
trace,trajectory_0463,0,23,832,vae,tfidf_svd_side,0.18766254,0.18549499,2.1675587,0.9861963190184049,1,1,0
trace,trajectory_0208,1,41,920,vae,tfidf_svd_side,0.155446,0.15342887,2.0171244,0.97795245398773,1,1,0
trace,trajectory_0121,0,26,896,vae,tfidf_svd_side,0.18095098,0.17871137,2.2396152,0.9846625766871165,1,1,0
trace,trajectory_0434,1,24,722,vae,tfidf_svd_side,0.21126278,0.20913845,2.1243243,0.9904141104294478,1,1,1
trace,trajectory_0064,1,25,816,vae,tfidf_svd_side,0.15167235,0.14945756,2.2147887,0.9758435582822086,1,1,0
trace,trajectory_0137,0,25,846,vae,tfidf_svd_side,0.17455818,0.1723474,2.2107797,0.9829371165644172,1,1,0
trace,trajectory_0072,1,24,762,vae,tfidf_svd_side,0.19545327,0.19329807,2.1552005,0.9873466257668712,1,1,0
trace,trajectory_0422,0,24,1256,vae,tfidf_svd_side,0.22809562,0.22590277,2.1928537,0.9921395705521472,1,1,1
trace,trajectory_0249,1,23,761,vae,tfidf_svd_side,0.19630672,0.19407456,2.2321696,0.9873466257668712,1,1,0
trace,trajectory_0160,0,14,2402,vae,tfidf_svd_side,0.25463247,0.25230864,2.3238366,0.9940567484662577,1,1,1
trace,trajectory_0475,1,38,1369,vae,tfidf_svd_side,0.15026955,0.14815436,2.115189,0.9752684049079755,1,1,0
trace,trajectory_0025,0,41,1102,vae,tfidf_svd_side,0.21078116,0.20874663,2.0345259,0.9902223926380368,1,1,1
trace,trajectory_0232,0,35,952,vae,tfidf_svd_side,0.15792476,0.15565631,2.2684443,0.9783358895705522,1,1,0
trace,trajectory_0398,1,39,1790,vae,tfidf_svd_side,0.1296822,0.12754154,2.1406603,0.9603144171779141,1,1,0
trace,trajectory_0377,1,27,1076,vae,tfidf_svd_side,0.18465884,0.18239069,2.2681465,0.9858128834355828,1,1,0
trace,trajectory_0265,0,20,837,vae,tfidf_svd_side,0.18836977,0.18606338,2.306386,0.9861963190184049,1,1,0
trace,trajectory_0320,1,29,898,vae,tfidf_svd_side,0.17001982,0.16783814,2.181685,0.9814033742331288,1,1,0
trace,trajectory_0009,1,30,881,vae,tfidf_svd_side,0.2276689,0.22549473,2.1741698,0.9921395705521472,1,1,1
