dataset,trajectory_id,binary_label,n_turns,approx_tokens,model,representation,anomaly_score
malt,run_342489,0,35,3768,one_class_svm_sgd,tfidf_svd_side,-0.00893128627465467
malt,run_342491,0,35,3934,one_class_svm_sgd,tfidf_svd_side,-0.009022128875566526
malt,run_342492,0,35,3905,one_class_svm_sgd,tfidf_svd_side,-0.008726772493881985
malt,run_342493,0,35,4181,one_class_svm_sgd,tfidf_svd_side,-0.009451708398027225
malt,run_342481,0,32,2605,one_class_svm_sgd,tfidf_svd_side,-0.006140836389003201
malt,run_342550,0,41,2424,one_class_svm_sgd,tfidf_svd_side,-0.0054621699873487195
malt,run_342551,0,41,3099,one_class_svm_sgd,tfidf_svd_side,-0.005587880024885639
malt,run_342553,0,41,3106,one_class_svm_sgd,tfidf_svd_side,-0.006546542388586207
malt,run_342548,0,59,4552,one_class_svm_sgd,tfidf_svd_side,-0.00535791436230193
malt,run_342554,0,47,2788,one_class_svm_sgd,tfidf_svd_side,-0.0056221894828731855
malt,run_342549,0,62,4234,one_class_svm_sgd,tfidf_svd_side,-0.005773170259980365
malt,run_342367,1,149,26801,one_class_svm_sgd,tfidf_svd_side,-0.004941563345691069
malt,run_342556,0,44,3060,one_class_svm_sgd,tfidf_svd_side,-0.005974069810671612
malt,run_342555,0,47,2624,one_class_svm_sgd,tfidf_svd_side,-0.00528853548710595
malt,run_342558,0,44,2807,one_class_svm_sgd,tfidf_svd_side,-0.005792749221635862
malt,run_342559,0,50,2789,one_class_svm_sgd,tfidf_svd_side,-0.006122398763162895
malt,run_342576,0,20,3130,one_class_svm_sgd,tfidf_svd_side,-0.006931949048502251
malt,run_342557,0,74,6701,one_class_svm_sgd,tfidf_svd_side,-0.0048256734644192
malt,run_342566,0,29,3674,one_class_svm_sgd,tfidf_svd_side,-0.006845845016850038
malt,run_342568,0,23,2672,one_class_svm_sgd,tfidf_svd_side,-0.006421609656153127
malt,run_342567,0,29,3790,one_class_svm_sgd,tfidf_svd_side,-0.006794363600401088
malt,run_342569,0,32,4767,one_class_svm_sgd,tfidf_svd_side,-0.0061354496192316255
malt,run_342570,0,29,2946,one_class_svm_sgd,tfidf_svd_side,-0.0065145770695189675
malt,run_342571,0,29,3527,one_class_svm_sgd,tfidf_svd_side,-0.006329784277094408
malt,run_342572,0,20,2936,one_class_svm_sgd,tfidf_svd_side,-0.006801698696998759
malt,run_342574,0,23,3287,one_class_svm_sgd,tfidf_svd_side,-0.006865819092107817
malt,run_342575,0,17,2651,one_class_svm_sgd,tfidf_svd_side,-0.007066442039994403
malt,run_342573,0,41,3875,one_class_svm_sgd,tfidf_svd_side,-0.006658356045571967
malt,run_342577,0,23,2720,one_class_svm_sgd,tfidf_svd_side,-0.0069714548207948646
malt,run_342552,0,86,6869,one_class_svm_sgd,tfidf_svd_side,-0.004749171601341917
malt,run_342578,0,26,3317,one_class_svm_sgd,tfidf_svd_side,-0.006388884843526288
malt,run_342579,0,26,3216,one_class_svm_sgd,tfidf_svd_side,-0.006461564325926705
malt,run_342581,0,35,3611,one_class_svm_sgd,tfidf_svd_side,-0.0067963461533318
malt,run_342580,0,47,5099,one_class_svm_sgd,tfidf_svd_side,-0.006475589345408483
malt,run_342582,0,23,3354,one_class_svm_sgd,tfidf_svd_side,-0.006787369833527013
malt,run_342584,0,20,2539,one_class_svm_sgd,tfidf_svd_side,-0.006550248121110602
malt,run_342586,0,26,2779,one_class_svm_sgd,tfidf_svd_side,-0.006495028608677789
malt,run_342583,0,32,3833,one_class_svm_sgd,tfidf_svd_side,-0.006625788859290882
malt,run_342585,0,17,2030,one_class_svm_sgd,tfidf_svd_side,-0.006865825378535195
malt,run_342587,0,26,2781,one_class_svm_sgd,tfidf_svd_side,-0.006235012193409606
malt,run_342588,0,20,2096,one_class_svm_sgd,tfidf_svd_side,-0.006870452654747172
malt,run_342589,0,20,2405,one_class_svm_sgd,tfidf_svd_side,-0.0067219840038696965
malt,run_342590,0,23,2474,one_class_svm_sgd,tfidf_svd_side,-0.006380436583621307
malt,run_342591,0,26,3570,one_class_svm_sgd,tfidf_svd_side,-0.0065328454274813375
malt,run_342592,0,26,3915,one_class_svm_sgd,tfidf_svd_side,-0.005997933205416306
malt,run_342593,0,26,3000,one_class_svm_sgd,tfidf_svd_side,-0.006438293135924145
malt,run_342594,0,23,3532,one_class_svm_sgd,tfidf_svd_side,-0.006116194990662738
malt,run_342596,0,26,3510,one_class_svm_sgd,tfidf_svd_side,-0.006533857542289301
malt,run_342599,0,23,3228,one_class_svm_sgd,tfidf_svd_side,-0.006856822516037031
malt,run_342595,0,32,4706,one_class_svm_sgd,tfidf_svd_side,-0.005882675517549618
malt,run_342597,0,32,5542,one_class_svm_sgd,tfidf_svd_side,-0.005706748683204754
malt,run_342598,0,29,3619,one_class_svm_sgd,tfidf_svd_side,-0.006271566604463263
malt,run_342600,0,32,4761,one_class_svm_sgd,tfidf_svd_side,-0.006184307034326597
malt,run_342626,0,20,1102,one_class_svm_sgd,tfidf_svd_side,-0.00734155565985839
malt,run_342628,0,20,1073,one_class_svm_sgd,tfidf_svd_side,-0.007584192664561673
malt,run_342601,0,50,7087,one_class_svm_sgd,tfidf_svd_side,-0.006223496156943842
malt,run_342631,0,20,1468,one_class_svm_sgd,tfidf_svd_side,-0.007594412998495503
malt,run_342627,0,20,1280,one_class_svm_sgd,tfidf_svd_side,-0.0075769066952298125
malt,run_342629,0,23,1179,one_class_svm_sgd,tfidf_svd_side,-0.007754534124595924
malt,run_342630,0,23,1308,one_class_svm_sgd,tfidf_svd_side,-0.007530435328571006
malt,run_342634,0,35,3605,one_class_svm_sgd,tfidf_svd_side,-0.006658113668871923
malt,run_342632,0,38,3352,one_class_svm_sgd,tfidf_svd_side,-0.006602323721362158
malt,run_342635,0,38,4215,one_class_svm_sgd,tfidf_svd_side,-0.006351191890625163
malt,run_342686,0,23,1088,one_class_svm_sgd,tfidf_svd_side,-0.006500646346447869
malt,run_342687,0,17,721,one_class_svm_sgd,tfidf_svd_side,-0.007111912933377429
malt,run_342688,0,20,919,one_class_svm_sgd,tfidf_svd_side,-0.00665294180178444
malt,run_342694,0,50,5215,one_class_svm_sgd,tfidf_svd_side,-0.005343538932701453
malt,run_342637,0,44,3359,one_class_svm_sgd,tfidf_svd_side,-0.006343590668601795
malt,run_342689,0,20,823,one_class_svm_sgd,tfidf_svd_side,-0.006933469898266598
malt,run_342636,0,53,6831,one_class_svm_sgd,tfidf_svd_side,-0.006236134669942661
malt,run_342690,0,20,912,one_class_svm_sgd,tfidf_svd_side,-0.006737770387170716
malt,run_342691,0,23,1001,one_class_svm_sgd,tfidf_svd_side,-0.006472851955531045
malt,run_342625,1,77,13529,one_class_svm_sgd,tfidf_svd_side,-0.005244794874651237
malt,run_342692,0,20,928,one_class_svm_sgd,tfidf_svd_side,-0.0066487541098276814
malt,run_342693,0,29,1595,one_class_svm_sgd,tfidf_svd_side,-0.0065277869489173135
malt,run_342695,0,23,1094,one_class_svm_sgd,tfidf_svd_side,-0.006902269893525048
malt,run_342623,0,77,25903,one_class_svm_sgd,tfidf_svd_side,-0.0051183305822442016
malt,run_342696,0,23,1238,one_class_svm_sgd,tfidf_svd_side,-0.006277571306763097
malt,run_342700,0,32,2276,one_class_svm_sgd,tfidf_svd_side,-0.006307792724309369
malt,run_342697,0,29,1490,one_class_svm_sgd,tfidf_svd_side,-0.006344961342600985
malt,run_342699,0,32,3596,one_class_svm_sgd,tfidf_svd_side,-0.006139312279609843
malt,run_342633,0,50,3570,one_class_svm_sgd,tfidf_svd_side,-0.006526777162415787
malt,run_342698,0,35,2332,one_class_svm_sgd,tfidf_svd_side,-0.005995345292812093
malt,run_342701,0,29,2956,one_class_svm_sgd,tfidf_svd_side,-0.006164662414429589
malt,run_342702,0,38,2370,one_class_svm_sgd,tfidf_svd_side,-0.0056724243240560135
malt,run_342705,0,23,1246,one_class_svm_sgd,tfidf_svd_side,-0.006742385789019867
malt,run_342703,0,26,2185,one_class_svm_sgd,tfidf_svd_side,-0.0062641309250275334
malt,run_342707,0,29,1724,one_class_svm_sgd,tfidf_svd_side,-0.0067519507046918115
malt,run_342708,0,23,1270,one_class_svm_sgd,tfidf_svd_side,-0.006873993077514573
malt,run_342704,0,29,1428,one_class_svm_sgd,tfidf_svd_side,-0.006610444621382161
malt,run_342710,0,26,2464,one_class_svm_sgd,tfidf_svd_side,-0.006244472102461263
malt,run_342706,0,35,2121,one_class_svm_sgd,tfidf_svd_side,-0.006644078870503112
malt,run_342709,0,29,1564,one_class_svm_sgd,tfidf_svd_side,-0.006568169328583284
malt,run_342714,0,23,2348,one_class_svm_sgd,tfidf_svd_side,-0.006734875836608811
malt,run_342713,0,26,1880,one_class_svm_sgd,tfidf_svd_side,-0.006923616039765879
malt,run_342711,0,29,2144,one_class_svm_sgd,tfidf_svd_side,-0.00655820743666391
malt,run_342712,0,44,4505,one_class_svm_sgd,tfidf_svd_side,-0.005827631093760832
malt,run_342715,0,44,5712,one_class_svm_sgd,tfidf_svd_side,-0.0062237937145064315
malt,run_342717,0,41,3734,one_class_svm_sgd,tfidf_svd_side,-0.006101350174484654
malt,run_342723,0,14,1101,one_class_svm_sgd,tfidf_svd_side,-0.006667654835818215
malt,run_342722,0,14,1379,one_class_svm_sgd,tfidf_svd_side,-0.006420810115722819
malt,run_342727,0,14,1329,one_class_svm_sgd,tfidf_svd_side,-0.006742198826013013
malt,run_342716,0,47,4218,one_class_svm_sgd,tfidf_svd_side,-0.005823602541549011
malt,run_342720,0,44,4551,one_class_svm_sgd,tfidf_svd_side,-0.005547553757404788
malt,run_342718,0,50,5771,one_class_svm_sgd,tfidf_svd_side,-0.0059985018942634305
malt,run_342725,0,17,1370,one_class_svm_sgd,tfidf_svd_side,-0.006255661710364624
malt,run_342726,0,14,1373,one_class_svm_sgd,tfidf_svd_side,-0.006301904670162006
malt,run_342728,0,20,1025,one_class_svm_sgd,tfidf_svd_side,-0.008079116805655762
malt,run_342724,0,17,1515,one_class_svm_sgd,tfidf_svd_side,-0.006321572805954023
malt,run_342729,0,20,1037,one_class_svm_sgd,tfidf_svd_side,-0.0077306158982346496
malt,run_342730,0,20,1029,one_class_svm_sgd,tfidf_svd_side,-0.007847125050810977
malt,run_342733,0,20,1066,one_class_svm_sgd,tfidf_svd_side,-0.008057008139056965
malt,run_342732,0,20,1034,one_class_svm_sgd,tfidf_svd_side,-0.007549216845271989
malt,run_342731,0,20,1035,one_class_svm_sgd,tfidf_svd_side,-0.007751766699565454
malt,run_342740,0,23,1366,one_class_svm_sgd,tfidf_svd_side,-0.006732650906978055
malt,run_342738,0,35,5881,one_class_svm_sgd,tfidf_svd_side,-0.004638456264709934
malt,run_342735,0,47,6498,one_class_svm_sgd,tfidf_svd_side,-0.005354808983592196
malt,run_342741,0,20,1146,one_class_svm_sgd,tfidf_svd_side,-0.006274017845479651
malt,run_342742,0,20,1339,one_class_svm_sgd,tfidf_svd_side,-0.006720919734997555
malt,run_342743,0,20,1660,one_class_svm_sgd,tfidf_svd_side,-0.006605682303396865
malt,run_342745,0,20,1593,one_class_svm_sgd,tfidf_svd_side,-0.0063001852158586225
malt,run_342744,0,23,1370,one_class_svm_sgd,tfidf_svd_side,-0.006309592738015457
malt,run_342746,0,32,1638,one_class_svm_sgd,tfidf_svd_side,-0.006773652848986789
malt,run_342739,0,62,14319,one_class_svm_sgd,tfidf_svd_side,-0.0049299581932964465
malt,run_342721,0,89,11997,one_class_svm_sgd,tfidf_svd_side,-0.005275088236866399
malt,run_342749,0,44,3943,one_class_svm_sgd,tfidf_svd_side,-0.007173908748863145
malt,run_342624,1,125,32929,one_class_svm_sgd,tfidf_svd_side,-0.0050646497311199745
malt,run_342622,0,128,34429,one_class_svm_sgd,tfidf_svd_side,-0.005204482460593685
malt,run_342734,0,86,18538,one_class_svm_sgd,tfidf_svd_side,-0.005221090503236159
malt,run_342748,0,41,2311,one_class_svm_sgd,tfidf_svd_side,-0.007002851567430302
malt,run_342753,0,29,2883,one_class_svm_sgd,tfidf_svd_side,-0.0067353505782912215
malt,run_342751,0,38,3350,one_class_svm_sgd,tfidf_svd_side,-0.0067294129312167605
malt,run_342754,0,23,1715,one_class_svm_sgd,tfidf_svd_side,-0.007068023891387387
malt,run_342750,0,41,7059,one_class_svm_sgd,tfidf_svd_side,-0.006873675496516629
malt,run_342755,0,26,2849,one_class_svm_sgd,tfidf_svd_side,-0.006831842581940695
malt,run_342759,0,14,905,one_class_svm_sgd,tfidf_svd_side,-0.006757810353500648
malt,run_342757,0,29,2896,one_class_svm_sgd,tfidf_svd_side,-0.0073023460481445035
malt,run_342747,0,47,7870,one_class_svm_sgd,tfidf_svd_side,-0.0065899320088456115
malt,run_342758,0,17,992,one_class_svm_sgd,tfidf_svd_side,-0.007862654389081403
malt,run_342760,0,14,709,one_class_svm_sgd,tfidf_svd_side,-0.007560220654321714
malt,run_342756,0,32,5017,one_class_svm_sgd,tfidf_svd_side,-0.006640296536696955
malt,run_342761,0,14,794,one_class_svm_sgd,tfidf_svd_side,-0.0070869269456843575
malt,run_342762,0,14,748,one_class_svm_sgd,tfidf_svd_side,-0.007172942734522625
malt,run_342763,0,14,782,one_class_svm_sgd,tfidf_svd_side,-0.007341652284575506
malt,run_342776,0,17,732,one_class_svm_sgd,tfidf_svd_side,-0.00793307052479486
malt,run_342737,0,86,24210,one_class_svm_sgd,tfidf_svd_side,-0.005331531972823544
malt,run_342780,0,20,1256,one_class_svm_sgd,tfidf_svd_side,-0.007632447979612156
malt,run_342777,0,32,2722,one_class_svm_sgd,tfidf_svd_side,-0.0074533451024572095
malt,run_342779,0,32,1834,one_class_svm_sgd,tfidf_svd_side,-0.007812355752302214
malt,run_342781,0,20,1299,one_class_svm_sgd,tfidf_svd_side,-0.007180146281806632
malt,run_342782,0,20,992,one_class_svm_sgd,tfidf_svd_side,-0.00707860185318987
malt,run_342784,0,23,1396,one_class_svm_sgd,tfidf_svd_side,-0.007972603771103426
malt,run_342783,0,20,1090,one_class_svm_sgd,tfidf_svd_side,-0.007530253255007668
malt,run_342786,0,14,882,one_class_svm_sgd,tfidf_svd_side,-0.007869412997005387
malt,run_342752,0,89,20588,one_class_svm_sgd,tfidf_svd_side,-0.005833665831213697
malt,run_342785,0,23,1160,one_class_svm_sgd,tfidf_svd_side,-0.0073838914886246165
malt,run_342788,0,14,588,one_class_svm_sgd,tfidf_svd_side,-0.007590653016431137
malt,run_342790,0,17,919,one_class_svm_sgd,tfidf_svd_side,-0.008224479961408182
malt,run_342787,0,23,1906,one_class_svm_sgd,tfidf_svd_side,-0.006597030782339974
malt,run_342789,0,17,875,one_class_svm_sgd,tfidf_svd_side,-0.007708198731033011
malt,run_342792,0,17,862,one_class_svm_sgd,tfidf_svd_side,-0.0075267223782966575
malt,run_342796,0,14,960,one_class_svm_sgd,tfidf_svd_side,-0.007768943780301019
malt,run_342791,0,17,733,one_class_svm_sgd,tfidf_svd_side,-0.007847709455726548
malt,run_342793,0,17,845,one_class_svm_sgd,tfidf_svd_side,-0.007431688127307101
malt,run_342794,0,14,1121,one_class_svm_sgd,tfidf_svd_side,-0.007337689739851161
malt,run_342799,0,8,363,one_class_svm_sgd,tfidf_svd_side,-0.00805083067641954
malt,run_342795,0,14,794,one_class_svm_sgd,tfidf_svd_side,-0.007509319451836749
malt,run_342802,0,11,746,one_class_svm_sgd,tfidf_svd_side,-0.008366227722925945
malt,run_342801,0,11,732,one_class_svm_sgd,tfidf_svd_side,-0.007599164140609904
malt,run_342797,0,38,4142,one_class_svm_sgd,tfidf_svd_side,-0.00771558714584808
malt,run_342800,0,14,791,one_class_svm_sgd,tfidf_svd_side,-0.007316249530030294
malt,run_342803,0,23,1506,one_class_svm_sgd,tfidf_svd_side,-0.007094634804142519
malt,run_342798,0,38,3137,one_class_svm_sgd,tfidf_svd_side,-0.0072605780933181485
malt,run_342804,0,20,1123,one_class_svm_sgd,tfidf_svd_side,-0.006635311166955038
malt,run_342805,0,26,1960,one_class_svm_sgd,tfidf_svd_side,-0.007434699326021477
malt,run_342825,0,23,2915,one_class_svm_sgd,tfidf_svd_side,-0.007748654452351733
malt,run_342824,0,20,2870,one_class_svm_sgd,tfidf_svd_side,-0.006698309551192327
malt,run_342822,0,38,2880,one_class_svm_sgd,tfidf_svd_side,-0.005743188774412378
malt,run_342818,0,47,4131,one_class_svm_sgd,tfidf_svd_side,-0.005423948625301822
malt,run_342821,0,41,3404,one_class_svm_sgd,tfidf_svd_side,-0.005445729000693067
malt,run_342819,0,44,4698,one_class_svm_sgd,tfidf_svd_side,-0.005401103166131183
malt,run_342820,0,47,4059,one_class_svm_sgd,tfidf_svd_side,-0.005756404008915528
malt,run_342823,0,44,3189,one_class_svm_sgd,tfidf_svd_side,-0.00576655565780948
malt,run_342826,0,20,3701,one_class_svm_sgd,tfidf_svd_side,-0.007238953248796864
malt,run_342829,0,17,1771,one_class_svm_sgd,tfidf_svd_side,-0.007291636769859
malt,run_342828,0,20,2820,one_class_svm_sgd,tfidf_svd_side,-0.0072305145349482736
malt,run_342827,0,26,2995,one_class_svm_sgd,tfidf_svd_side,-0.0066959477171431026
malt,run_342832,0,20,3882,one_class_svm_sgd,tfidf_svd_side,-0.0066439680431167325
malt,run_342831,0,29,5628,one_class_svm_sgd,tfidf_svd_side,-0.006502377209452792
malt,run_342830,0,26,2720,one_class_svm_sgd,tfidf_svd_side,-0.006874377713737889
malt,run_342837,0,23,3362,one_class_svm_sgd,tfidf_svd_side,-0.008115787632031246
malt,run_342836,0,23,3113,one_class_svm_sgd,tfidf_svd_side,-0.00768543278352718
malt,run_342834,0,29,7394,one_class_svm_sgd,tfidf_svd_side,-0.006557020000381275
malt,run_342839,0,26,2890,one_class_svm_sgd,tfidf_svd_side,-0.007826207778615757
malt,run_342838,0,26,2882,one_class_svm_sgd,tfidf_svd_side,-0.008188184458030268
malt,run_342840,0,26,3006,one_class_svm_sgd,tfidf_svd_side,-0.007982479282854005
malt,run_342835,0,41,11077,one_class_svm_sgd,tfidf_svd_side,-0.00652991245986323
malt,run_342841,0,32,4808,one_class_svm_sgd,tfidf_svd_side,-0.007166982270045086
malt,run_342833,0,41,14921,one_class_svm_sgd,tfidf_svd_side,-0.006293959091616674
malt,run_342849,0,20,2433,one_class_svm_sgd,tfidf_svd_side,-0.006706894249854489
malt,run_342842,0,35,7922,one_class_svm_sgd,tfidf_svd_side,-0.006619440498961016
malt,run_342848,0,35,3427,one_class_svm_sgd,tfidf_svd_side,-0.006679123840493961
malt,run_342847,0,44,7136,one_class_svm_sgd,tfidf_svd_side,-0.0069524984482804975
malt,run_342850,0,17,2376,one_class_svm_sgd,tfidf_svd_side,-0.007064456227434679
malt,run_342845,0,44,7864,one_class_svm_sgd,tfidf_svd_side,-0.006442798408878847
malt,run_342846,0,50,8257,one_class_svm_sgd,tfidf_svd_side,-0.006848007082207008
malt,run_342736,0,134,38514,one_class_svm_sgd,tfidf_svd_side,-0.005529663865653678
malt,run_342854,0,20,1059,one_class_svm_sgd,tfidf_svd_side,-0.008975844006253286
malt,run_342851,0,20,2743,one_class_svm_sgd,tfidf_svd_side,-0.006927126660210892
malt,run_342844,0,62,12370,one_class_svm_sgd,tfidf_svd_side,-0.006371924295289322
malt,run_342852,0,17,2368,one_class_svm_sgd,tfidf_svd_side,-0.006893212548656269
malt,run_342856,0,20,1046,one_class_svm_sgd,tfidf_svd_side,-0.007930295649183794
malt,run_342853,0,20,2092,one_class_svm_sgd,tfidf_svd_side,-0.007392062680063649
malt,run_342855,0,29,1652,one_class_svm_sgd,tfidf_svd_side,-0.00783859925830166
malt,run_342857,0,14,697,one_class_svm_sgd,tfidf_svd_side,-0.008175304732484623
malt,run_342860,0,14,643,one_class_svm_sgd,tfidf_svd_side,-0.008163399170352026
malt,run_342859,0,23,1061,one_class_svm_sgd,tfidf_svd_side,-0.008519425629837318
malt,run_342861,0,14,635,one_class_svm_sgd,tfidf_svd_side,-0.008387339874369903
malt,run_342858,0,29,1268,one_class_svm_sgd,tfidf_svd_side,-0.007003845288617416
malt,run_342863,0,14,798,one_class_svm_sgd,tfidf_svd_side,-0.00820678622947435
malt,run_342864,0,17,865,one_class_svm_sgd,tfidf_svd_side,-0.007912202845526739
malt,run_342865,0,17,772,one_class_svm_sgd,tfidf_svd_side,-0.008169712140424057
malt,run_342843,0,101,18472,one_class_svm_sgd,tfidf_svd_side,-0.006194532723365231
malt,run_342862,0,20,2322,one_class_svm_sgd,tfidf_svd_side,-0.007875983244938656
malt,run_342719,0,182,37324,one_class_svm_sgd,tfidf_svd_side,-0.00482167494736041
malt,run_342890,0,95,21526,one_class_svm_sgd,tfidf_svd_side,-0.005690049603780611
malt,run_342887,0,74,29870,one_class_svm_sgd,tfidf_svd_side,-0.00506843707078497
malt,run_342885,0,83,28673,one_class_svm_sgd,tfidf_svd_side,-0.005196349686210855
malt,run_342914,0,8,477,one_class_svm_sgd,tfidf_svd_side,-0.007037876281155153
malt,run_342915,0,8,698,one_class_svm_sgd,tfidf_svd_side,-0.009082062742872044
malt,run_342778,0,134,31673,one_class_svm_sgd,tfidf_svd_side,-0.006923022554455205
malt,run_342888,0,110,34336,one_class_svm_sgd,tfidf_svd_side,-0.005403295732302471
malt,run_342893,0,110,31430,one_class_svm_sgd,tfidf_svd_side,-0.004314327050432443
malt,run_342891,0,113,32354,one_class_svm_sgd,tfidf_svd_side,-0.004420725066646813
malt,run_342894,0,107,33570,one_class_svm_sgd,tfidf_svd_side,-0.004986626494409396
malt,run_342916,0,8,725,one_class_svm_sgd,tfidf_svd_side,-0.009096461921198173
malt,run_342884,0,104,31185,one_class_svm_sgd,tfidf_svd_side,-0.004867865927716597
malt,run_342917,0,8,740,one_class_svm_sgd,tfidf_svd_side,-0.009016417539877697
malt,run_342918,0,8,725,one_class_svm_sgd,tfidf_svd_side,-0.009055320746464535
malt,run_342919,0,8,734,one_class_svm_sgd,tfidf_svd_side,-0.009077788903577133
malt,run_342920,0,11,1066,one_class_svm_sgd,tfidf_svd_side,-0.007503950842855378
malt,run_342921,0,14,1619,one_class_svm_sgd,tfidf_svd_side,-0.008016467201722666
malt,run_342889,0,107,29237,one_class_svm_sgd,tfidf_svd_side,-0.005777377393295868
malt,run_342923,0,20,2709,one_class_svm_sgd,tfidf_svd_side,-0.006255299658713742
malt,run_342924,0,17,1150,one_class_svm_sgd,tfidf_svd_side,-0.006683554840473338
malt,run_342938,0,11,1093,one_class_svm_sgd,tfidf_svd_side,-0.006208218275768562
malt,run_342922,0,26,2128,one_class_svm_sgd,tfidf_svd_side,-0.006597868739826485
malt,run_342939,0,11,1282,one_class_svm_sgd,tfidf_svd_side,-0.006143791242701813
malt,run_342925,0,17,1665,one_class_svm_sgd,tfidf_svd_side,-0.006658257791040345
malt,run_342940,0,11,968,one_class_svm_sgd,tfidf_svd_side,-0.006395656722796961
malt,run_342943,0,11,1098,one_class_svm_sgd,tfidf_svd_side,-0.005991849107866987
malt,run_342895,0,98,27686,one_class_svm_sgd,tfidf_svd_side,-0.005064492570435508
malt,run_342941,0,11,1013,one_class_svm_sgd,tfidf_svd_side,-0.00623005872146587
malt,run_342892,0,113,31811,one_class_svm_sgd,tfidf_svd_side,-0.012424589707715317
malt,run_342942,0,11,1018,one_class_svm_sgd,tfidf_svd_side,-0.006354524861289068
malt,run_342975,0,23,2007,one_class_svm_sgd,tfidf_svd_side,-0.006196407010046645
malt,run_342974,0,26,2062,one_class_svm_sgd,tfidf_svd_side,-0.006674664435176059
malt,run_342981,0,20,1019,one_class_svm_sgd,tfidf_svd_side,-0.006403778321308895
malt,run_342980,0,14,900,one_class_svm_sgd,tfidf_svd_side,-0.006302830870462461
malt,run_342886,0,144,32419,one_class_svm_sgd,tfidf_svd_side,-0.0053860334355513295
malt,run_342979,0,26,1914,one_class_svm_sgd,tfidf_svd_side,-0.0063989414975176295
malt,run_342976,0,26,2036,one_class_svm_sgd,tfidf_svd_side,-0.0063892867092172345
malt,run_342978,0,26,2156,one_class_svm_sgd,tfidf_svd_side,-0.006229964192224546
malt,run_342982,0,14,906,one_class_svm_sgd,tfidf_svd_side,-0.006420680429054304
malt,run_342977,0,29,2672,one_class_svm_sgd,tfidf_svd_side,-0.006252239798394843
malt,run_342984,0,17,938,one_class_svm_sgd,tfidf_svd_side,-0.006318184887258216
