dataset,trajectory_id,binary_label,n_turns,approx_tokens,model,representation,anomaly_score,reconstruction_score,kl_score,risk_percentile,predicted_alert_90,predicted_alert_95,predicted_alert_99
malt,run_331354,1,2,239,vae,turn_embedding_pool_side,1.2600281,1.2570803,2.9477663,0.9994248466257669,1,1,1
malt,run_331426,1,2,239,vae,turn_embedding_pool_side,1.2593584,1.2564106,2.9477663,0.9994248466257669,1,1,1
malt,run_339603,1,2,307,vae,turn_embedding_pool_side,1.1424552,1.139418,3.037202,0.9994248466257669,1,1,1
malt,run_342441,0,44,5153,vae,turn_embedding_pool_side,0.9609689,0.9576577,3.3112206,0.9992331288343558,1,1,1
malt,run_342443,0,14,1131,vae,turn_embedding_pool_side,0.90231913,0.8988157,3.503451,0.9990414110429447,1,1,1
malt,run_342440,0,50,5988,vae,turn_embedding_pool_side,1.0016974,0.9983646,3.332748,0.9994248466257669,1,1,1
malt,run_342444,0,41,4314,vae,turn_embedding_pool_side,0.98874676,0.9856879,3.0588315,0.9992331288343558,1,1,1
malt,run_342442,0,56,5513,vae,turn_embedding_pool_side,1.0385226,1.035253,3.2695289,0.9994248466257669,1,1,1
malt,run_342477,0,29,2487,vae,turn_embedding_pool_side,0.5421962,0.5388353,3.3609548,0.9984662576687117,1,1,1
malt,run_342478,0,26,2493,vae,turn_embedding_pool_side,0.5390503,0.5357075,3.3428335,0.9984662576687117,1,1,1
malt,run_342479,0,26,2812,vae,turn_embedding_pool_side,0.5657165,0.56240773,3.3087544,0.9986579754601227,1,1,1
malt,run_342476,0,32,2869,vae,turn_embedding_pool_side,0.55001193,0.546594,3.41792,0.9984662576687117,1,1,1
malt,run_342480,0,26,2075,vae,turn_embedding_pool_side,0.5217662,0.5184219,3.3443155,0.9984662576687117,1,1,1
malt,run_342482,0,32,3335,vae,turn_embedding_pool_side,0.6243182,0.6215135,2.804701,0.9988496932515337,1,1,1
malt,run_342485,0,32,3363,vae,turn_embedding_pool_side,0.6178398,0.6147531,3.086705,0.9988496932515337,1,1,1
malt,run_342484,0,32,3363,vae,turn_embedding_pool_side,0.59958655,0.59648883,3.0977206,0.9988496932515337,1,1,1
malt,run_342483,0,41,5196,vae,turn_embedding_pool_side,0.6770128,0.6740972,2.9155996,0.9990414110429447,1,1,1
malt,run_342486,0,32,3336,vae,turn_embedding_pool_side,0.6214185,0.61843735,2.9811277,0.9988496932515337,1,1,1
malt,run_342487,0,32,3254,vae,turn_embedding_pool_side,0.6305411,0.6276904,2.8507235,0.9988496932515337,1,1,1
malt,run_342490,0,32,3938,vae,turn_embedding_pool_side,0.6127772,0.6099514,2.8257952,0.9988496932515337,1,1,1
malt,run_342488,0,35,3463,vae,turn_embedding_pool_side,0.63579726,0.6330453,2.751928,0.9990414110429447,1,1,1
malt,run_342489,0,35,3768,vae,turn_embedding_pool_side,0.6315999,0.6287984,2.801504,0.9988496932515337,1,1,1
malt,run_342491,0,35,3934,vae,turn_embedding_pool_side,0.61593205,0.6130794,2.8526468,0.9988496932515337,1,1,1
malt,run_342492,0,35,3905,vae,turn_embedding_pool_side,0.6313338,0.6284506,2.8832433,0.9988496932515337,1,1,1
malt,run_342493,0,35,4181,vae,turn_embedding_pool_side,0.6312848,0.62815076,3.1339827,0.9988496932515337,1,1,1
malt,run_342481,0,32,2605,vae,turn_embedding_pool_side,0.58772016,0.5844636,3.2565877,0.9988496932515337,1,1,1
malt,run_342550,0,41,2424,vae,turn_embedding_pool_side,0.8205399,0.8161375,4.40239,0.9990414110429447,1,1,1
malt,run_342551,0,41,3099,vae,turn_embedding_pool_side,0.81664175,0.81241095,4.230785,0.9990414110429447,1,1,1
malt,run_342553,0,41,3106,vae,turn_embedding_pool_side,0.80472577,0.80024755,4.4782357,0.9990414110429447,1,1,1
malt,run_342548,0,59,4552,vae,turn_embedding_pool_side,0.9567524,0.9523926,4.3598275,0.9992331288343558,1,1,1
malt,run_342554,0,47,2788,vae,turn_embedding_pool_side,0.85543317,0.85140014,4.03305,0.9990414110429447,1,1,1
malt,run_342549,0,62,4234,vae,turn_embedding_pool_side,0.9592777,0.95507205,4.205625,0.9992331288343558,1,1,1
malt,run_342367,1,149,26801,vae,turn_embedding_pool_side,1.7949456,1.7904632,4.4824,0.999808282208589,1,1,1
malt,run_342556,0,44,3060,vae,turn_embedding_pool_side,0.8790842,0.8750424,4.0418267,0.9990414110429447,1,1,1
malt,run_342555,0,47,2624,vae,turn_embedding_pool_side,0.9346937,0.93045706,4.2366385,0.9990414110429447,1,1,1
malt,run_342558,0,44,2807,vae,turn_embedding_pool_side,0.86626905,0.8621814,4.087631,0.9990414110429447,1,1,1
malt,run_342559,0,50,2789,vae,turn_embedding_pool_side,0.88320893,0.8791551,4.0538073,0.9990414110429447,1,1,1
malt,run_342576,0,20,3130,vae,turn_embedding_pool_side,0.7589123,0.75471795,4.194391,0.9990414110429447,1,1,1
malt,run_342557,0,74,6701,vae,turn_embedding_pool_side,1.0986122,1.0947866,3.8255277,0.9994248466257669,1,1,1
malt,run_342566,0,29,3674,vae,turn_embedding_pool_side,0.73276025,0.72861373,4.1465273,0.9990414110429447,1,1,1
malt,run_342568,0,23,2672,vae,turn_embedding_pool_side,0.6728544,0.6687,4.154456,0.9990414110429447,1,1,1
malt,run_342567,0,29,3790,vae,turn_embedding_pool_side,0.7383751,0.73451656,3.858565,0.9990414110429447,1,1,1
malt,run_342569,0,32,4767,vae,turn_embedding_pool_side,0.7347559,0.73038554,4.3703203,0.9990414110429447,1,1,1
malt,run_342570,0,29,2946,vae,turn_embedding_pool_side,0.6875343,0.68326426,4.2700324,0.9990414110429447,1,1,1
malt,run_342571,0,29,3527,vae,turn_embedding_pool_side,0.7560087,0.7519339,4.0748186,0.9990414110429447,1,1,1
malt,run_342572,0,20,2936,vae,turn_embedding_pool_side,0.77469516,0.7708342,3.8609731,0.9990414110429447,1,1,1
malt,run_342574,0,23,3287,vae,turn_embedding_pool_side,0.7485427,0.74420285,4.3398814,0.9990414110429447,1,1,1
malt,run_342575,0,17,2651,vae,turn_embedding_pool_side,0.85774547,0.8534836,4.2618623,0.9990414110429447,1,1,1
malt,run_342573,0,41,3875,vae,turn_embedding_pool_side,0.80721295,0.8028765,4.336502,0.9990414110429447,1,1,1
malt,run_342577,0,23,2720,vae,turn_embedding_pool_side,0.7936766,0.7896327,4.043955,0.9990414110429447,1,1,1
malt,run_342552,0,86,6869,vae,turn_embedding_pool_side,1.2127031,1.2082144,4.4887047,0.9994248466257669,1,1,1
malt,run_342578,0,26,3317,vae,turn_embedding_pool_side,0.7437766,0.7398633,3.9133592,0.9990414110429447,1,1,1
malt,run_342579,0,26,3216,vae,turn_embedding_pool_side,0.7418697,0.7378607,4.008983,0.9990414110429447,1,1,1
malt,run_342581,0,35,3611,vae,turn_embedding_pool_side,0.8677497,0.86403674,3.7129295,0.9990414110429447,1,1,1
malt,run_342580,0,47,5099,vae,turn_embedding_pool_side,0.79900163,0.7948751,4.1265216,0.9990414110429447,1,1,1
malt,run_342582,0,23,3354,vae,turn_embedding_pool_side,0.6999534,0.6960101,3.9432423,0.9990414110429447,1,1,1
malt,run_342584,0,20,2539,vae,turn_embedding_pool_side,0.74815303,0.7443809,3.7721124,0.9990414110429447,1,1,1
malt,run_342586,0,26,2779,vae,turn_embedding_pool_side,0.6686365,0.6644243,4.2121854,0.9990414110429447,1,1,1
malt,run_342583,0,32,3833,vae,turn_embedding_pool_side,0.8142074,0.8102179,3.9894636,0.9990414110429447,1,1,1
malt,run_342585,0,17,2030,vae,turn_embedding_pool_side,0.6748631,0.6708914,3.9717019,0.9990414110429447,1,1,1
malt,run_342587,0,26,2781,vae,turn_embedding_pool_side,0.7437805,0.73984396,3.9365082,0.9990414110429447,1,1,1
malt,run_342588,0,20,2096,vae,turn_embedding_pool_side,0.8293232,0.82567006,3.6531365,0.9990414110429447,1,1,1
malt,run_342589,0,20,2405,vae,turn_embedding_pool_side,0.6774858,0.6735223,3.9635158,0.9990414110429447,1,1,1
malt,run_342590,0,23,2474,vae,turn_embedding_pool_side,0.7315054,0.727421,4.0844,0.9990414110429447,1,1,1
malt,run_342591,0,26,3570,vae,turn_embedding_pool_side,0.84353054,0.839593,3.9375298,0.9990414110429447,1,1,1
malt,run_342592,0,26,3915,vae,turn_embedding_pool_side,0.7000546,0.6955796,4.4750004,0.9990414110429447,1,1,1
malt,run_342593,0,26,3000,vae,turn_embedding_pool_side,0.7442871,0.7402577,4.0294223,0.9990414110429447,1,1,1
malt,run_342594,0,23,3532,vae,turn_embedding_pool_side,0.6857892,0.68165624,4.132973,0.9990414110429447,1,1,1
malt,run_342596,0,26,3510,vae,turn_embedding_pool_side,0.75259894,0.7486509,3.9480197,0.9990414110429447,1,1,1
malt,run_342599,0,23,3228,vae,turn_embedding_pool_side,0.82513076,0.82129246,3.838291,0.9990414110429447,1,1,1
malt,run_342595,0,32,4706,vae,turn_embedding_pool_side,0.7963332,0.7922677,4.0654874,0.9990414110429447,1,1,1
malt,run_342597,0,32,5542,vae,turn_embedding_pool_side,0.699832,0.695779,4.0529876,0.9990414110429447,1,1,1
malt,run_342598,0,29,3619,vae,turn_embedding_pool_side,0.78513104,0.7811911,3.939907,0.9990414110429447,1,1,1
malt,run_342600,0,32,4761,vae,turn_embedding_pool_side,0.68021315,0.6762105,4.0026455,0.9990414110429447,1,1,1
malt,run_342626,0,20,1102,vae,turn_embedding_pool_side,0.745822,0.741372,4.4499974,0.9990414110429447,1,1,1
malt,run_342628,0,20,1073,vae,turn_embedding_pool_side,0.75437593,0.7499188,4.4571247,0.9990414110429447,1,1,1
malt,run_342601,0,50,7087,vae,turn_embedding_pool_side,0.80805016,0.80385727,4.1929073,0.9990414110429447,1,1,1
malt,run_342631,0,20,1468,vae,turn_embedding_pool_side,0.7603597,0.7558381,4.5215907,0.9990414110429447,1,1,1
malt,run_342627,0,20,1280,vae,turn_embedding_pool_side,0.778038,0.7735403,4.4976945,0.9990414110429447,1,1,1
malt,run_342629,0,23,1179,vae,turn_embedding_pool_side,0.76120186,0.75665003,4.5518165,0.9990414110429447,1,1,1
malt,run_342630,0,23,1308,vae,turn_embedding_pool_side,0.7622208,0.75769037,4.5304494,0.9990414110429447,1,1,1
malt,run_342634,0,35,3605,vae,turn_embedding_pool_side,0.91557103,0.9117708,3.8002384,0.9990414110429447,1,1,1
malt,run_342632,0,38,3352,vae,turn_embedding_pool_side,0.86465603,0.86091036,3.7456527,0.9990414110429447,1,1,1
malt,run_342635,0,38,4215,vae,turn_embedding_pool_side,0.87630546,0.87262666,3.678805,0.9990414110429447,1,1,1
malt,run_342686,0,23,1088,vae,turn_embedding_pool_side,0.83994293,0.8361185,3.8243935,0.9990414110429447,1,1,1
malt,run_342687,0,17,721,vae,turn_embedding_pool_side,0.8147874,0.81128323,3.5041547,0.9990414110429447,1,1,1
malt,run_342688,0,20,919,vae,turn_embedding_pool_side,0.8288245,0.8249964,3.8280835,0.9990414110429447,1,1,1
malt,run_342694,0,50,5215,vae,turn_embedding_pool_side,0.94436705,0.9407255,3.6415677,0.9992331288343558,1,1,1
malt,run_342637,0,44,3359,vae,turn_embedding_pool_side,0.84700835,0.8429344,4.0739427,0.9990414110429447,1,1,1
malt,run_342689,0,20,823,vae,turn_embedding_pool_side,0.80628246,0.80275524,3.527226,0.9990414110429447,1,1,1
malt,run_342636,0,53,6831,vae,turn_embedding_pool_side,0.9103614,0.9065693,3.7921085,0.9990414110429447,1,1,1
malt,run_342690,0,20,912,vae,turn_embedding_pool_side,0.7900863,0.7864552,3.631134,0.9990414110429447,1,1,1
malt,run_342691,0,23,1001,vae,turn_embedding_pool_side,0.8190088,0.81531537,3.693453,0.9990414110429447,1,1,1
malt,run_342625,1,77,13529,vae,turn_embedding_pool_side,1.0306362,1.027281,3.3550904,0.9994248466257669,1,1,1
malt,run_342692,0,20,928,vae,turn_embedding_pool_side,0.79811865,0.7945165,3.60217,0.9990414110429447,1,1,1
malt,run_342693,0,29,1595,vae,turn_embedding_pool_side,0.88225055,0.8783367,3.9138243,0.9990414110429447,1,1,1
malt,run_342695,0,23,1094,vae,turn_embedding_pool_side,0.82566106,0.82201344,3.6475954,0.9990414110429447,1,1,1
malt,run_342623,0,77,25903,vae,turn_embedding_pool_side,1.0356178,1.0320748,3.5430775,0.9994248466257669,1,1,1
malt,run_342696,0,23,1238,vae,turn_embedding_pool_side,0.84544253,0.841926,3.5165498,0.9990414110429447,1,1,1
malt,run_342700,0,32,2276,vae,turn_embedding_pool_side,0.8490916,0.8455312,3.560389,0.9990414110429447,1,1,1
malt,run_342697,0,29,1490,vae,turn_embedding_pool_side,0.85784984,0.85403645,3.8133852,0.9990414110429447,1,1,1
malt,run_342699,0,32,3596,vae,turn_embedding_pool_side,0.8663283,0.8625271,3.801226,0.9990414110429447,1,1,1
malt,run_342633,0,50,3570,vae,turn_embedding_pool_side,0.90539366,0.9014083,3.9853728,0.9990414110429447,1,1,1
malt,run_342698,0,35,2332,vae,turn_embedding_pool_side,0.87504417,0.8712317,3.8125212,0.9990414110429447,1,1,1
malt,run_342701,0,29,2956,vae,turn_embedding_pool_side,0.8537205,0.850175,3.5454724,0.9990414110429447,1,1,1
malt,run_342702,0,38,2370,vae,turn_embedding_pool_side,0.9123908,0.90858346,3.807369,0.9990414110429447,1,1,1
malt,run_342705,0,23,1246,vae,turn_embedding_pool_side,0.83616495,0.8326642,3.5007615,0.9990414110429447,1,1,1
malt,run_342703,0,26,2185,vae,turn_embedding_pool_side,0.8539232,0.8501569,3.7662914,0.9990414110429447,1,1,1
malt,run_342707,0,29,1724,vae,turn_embedding_pool_side,0.830718,0.8269556,3.7623897,0.9990414110429447,1,1,1
malt,run_342708,0,23,1270,vae,turn_embedding_pool_side,0.8316144,0.8278542,3.7601862,0.9990414110429447,1,1,1
malt,run_342704,0,29,1428,vae,turn_embedding_pool_side,0.8392219,0.83548486,3.7370033,0.9990414110429447,1,1,1
malt,run_342710,0,26,2464,vae,turn_embedding_pool_side,0.8239585,0.82035965,3.598875,0.9990414110429447,1,1,1
malt,run_342706,0,35,2121,vae,turn_embedding_pool_side,0.8654262,0.86178946,3.636734,0.9990414110429447,1,1,1
malt,run_342709,0,29,1564,vae,turn_embedding_pool_side,0.8551711,0.85145384,3.7172492,0.9990414110429447,1,1,1
malt,run_342714,0,23,2348,vae,turn_embedding_pool_side,0.8055806,0.80217266,3.4079368,0.9990414110429447,1,1,1
malt,run_342713,0,26,1880,vae,turn_embedding_pool_side,0.83947337,0.8359353,3.5380745,0.9990414110429447,1,1,1
malt,run_342711,0,29,2144,vae,turn_embedding_pool_side,0.848348,0.84479874,3.5492613,0.9990414110429447,1,1,1
malt,run_342712,0,44,4505,vae,turn_embedding_pool_side,0.93277544,0.928997,3.778475,0.9990414110429447,1,1,1
malt,run_342715,0,44,5712,vae,turn_embedding_pool_side,0.93391925,0.9301924,3.7268224,0.9990414110429447,1,1,1
malt,run_342717,0,41,3734,vae,turn_embedding_pool_side,0.89324504,0.8896567,3.588338,0.9990414110429447,1,1,1
malt,run_342723,0,14,1101,vae,turn_embedding_pool_side,0.6283893,0.62427753,4.111784,0.9988496932515337,1,1,1
malt,run_342722,0,14,1379,vae,turn_embedding_pool_side,0.6211455,0.61702746,4.1180277,0.9988496932515337,1,1,1
malt,run_342727,0,14,1329,vae,turn_embedding_pool_side,0.6195135,0.6150186,4.4948983,0.9988496932515337,1,1,1
malt,run_342716,0,47,4218,vae,turn_embedding_pool_side,0.94580656,0.94214886,3.65768,0.9992331288343558,1,1,1
malt,run_342720,0,44,4551,vae,turn_embedding_pool_side,0.92888236,0.9252967,3.585642,0.9990414110429447,1,1,1
malt,run_342718,0,50,5771,vae,turn_embedding_pool_side,0.9252451,0.92147934,3.7657871,0.9990414110429447,1,1,1
malt,run_342725,0,17,1370,vae,turn_embedding_pool_side,0.65176165,0.6471261,4.635592,0.9990414110429447,1,1,1
malt,run_342726,0,14,1373,vae,turn_embedding_pool_side,0.664968,0.66035104,4.616968,0.9990414110429447,1,1,1
malt,run_342728,0,20,1025,vae,turn_embedding_pool_side,0.6381514,0.6344039,3.747535,0.9990414110429447,1,1,1
malt,run_342724,0,17,1515,vae,turn_embedding_pool_side,0.6320343,0.6280007,4.033602,0.9988496932515337,1,1,1
malt,run_342729,0,20,1037,vae,turn_embedding_pool_side,0.678664,0.6748294,3.8345904,0.9990414110429447,1,1,1
malt,run_342730,0,20,1029,vae,turn_embedding_pool_side,0.66109324,0.65733624,3.7570202,0.9990414110429447,1,1,1
malt,run_342733,0,20,1066,vae,turn_embedding_pool_side,0.6489574,0.6452869,3.670425,0.9990414110429447,1,1,1
malt,run_342732,0,20,1034,vae,turn_embedding_pool_side,0.66881114,0.66489226,3.918899,0.9990414110429447,1,1,1
malt,run_342731,0,20,1035,vae,turn_embedding_pool_side,0.66046244,0.6567084,3.7540221,0.9990414110429447,1,1,1
malt,run_342740,0,23,1366,vae,turn_embedding_pool_side,0.5831228,0.5788504,4.272379,0.9988496932515337,1,1,1
malt,run_342738,0,35,5881,vae,turn_embedding_pool_side,0.8454387,0.8409676,4.4710937,0.9990414110429447,1,1,1
malt,run_342735,0,47,6498,vae,turn_embedding_pool_side,0.89789635,0.8933523,4.5440316,0.9990414110429447,1,1,1
malt,run_342741,0,20,1146,vae,turn_embedding_pool_side,0.57769006,0.5733157,4.3743906,0.9988496932515337,1,1,1
malt,run_342742,0,20,1339,vae,turn_embedding_pool_side,0.5965203,0.59210575,4.4145823,0.9988496932515337,1,1,1
malt,run_342743,0,20,1660,vae,turn_embedding_pool_side,0.5900652,0.58564293,4.4222403,0.9988496932515337,1,1,1
malt,run_342745,0,20,1593,vae,turn_embedding_pool_side,0.59511477,0.5908928,4.2219963,0.9988496932515337,1,1,1
malt,run_342744,0,23,1370,vae,turn_embedding_pool_side,0.5853763,0.581099,4.277333,0.9988496932515337,1,1,1
malt,run_342746,0,32,1638,vae,turn_embedding_pool_side,0.7385286,0.73429495,4.233652,0.9990414110429447,1,1,1
malt,run_342739,0,62,14319,vae,turn_embedding_pool_side,1.0117844,1.0074358,4.3486795,0.9994248466257669,1,1,1
malt,run_342721,0,89,11997,vae,turn_embedding_pool_side,1.3217839,1.3181324,3.6515577,0.9994248466257669,1,1,1
malt,run_342749,0,44,3943,vae,turn_embedding_pool_side,0.80455434,0.8001168,4.4375596,0.9990414110429447,1,1,1
malt,run_342624,1,125,32929,vae,turn_embedding_pool_side,1.7019362,1.698492,3.4441576,0.999808282208589,1,1,1
malt,run_342622,0,128,34429,vae,turn_embedding_pool_side,1.7333729,1.7297627,3.6102264,0.999808282208589,1,1,1
malt,run_342734,0,86,18538,vae,turn_embedding_pool_side,1.2592502,1.2548314,4.418728,0.9994248466257669,1,1,1
malt,run_342748,0,41,2311,vae,turn_embedding_pool_side,0.7805515,0.7761823,4.3691936,0.9990414110429447,1,1,1
malt,run_342753,0,29,2883,vae,turn_embedding_pool_side,0.6392039,0.6354645,3.7394085,0.9990414110429447,1,1,1
malt,run_342751,0,38,3350,vae,turn_embedding_pool_side,0.7617477,0.7572731,4.47464,0.9990414110429447,1,1,1
malt,run_342754,0,23,1715,vae,turn_embedding_pool_side,0.62412155,0.6207727,3.348816,0.9988496932515337,1,1,1
malt,run_342750,0,41,7059,vae,turn_embedding_pool_side,0.7703546,0.7660695,4.285182,0.9990414110429447,1,1,1
malt,run_342755,0,26,2849,vae,turn_embedding_pool_side,0.6341198,0.63075143,3.3683925,0.9988496932515337,1,1,1
malt,run_342759,0,14,905,vae,turn_embedding_pool_side,0.7329753,0.7288464,4.12892,0.9990414110429447,1,1,1
malt,run_342757,0,29,2896,vae,turn_embedding_pool_side,0.6702715,0.6666976,3.573869,0.9990414110429447,1,1,1
malt,run_342747,0,47,7870,vae,turn_embedding_pool_side,0.84163165,0.8374374,4.1942563,0.9990414110429447,1,1,1
malt,run_342758,0,17,992,vae,turn_embedding_pool_side,0.7326542,0.7284447,4.209543,0.9990414110429447,1,1,1
malt,run_342760,0,14,709,vae,turn_embedding_pool_side,0.73131484,0.727122,4.192836,0.9990414110429447,1,1,1
malt,run_342756,0,32,5017,vae,turn_embedding_pool_side,0.6717361,0.6684021,3.3340502,0.9990414110429447,1,1,1
malt,run_342761,0,14,794,vae,turn_embedding_pool_side,0.7280494,0.7236868,4.3625727,0.9990414110429447,1,1,1
malt,run_342762,0,14,748,vae,turn_embedding_pool_side,0.724426,0.7200292,4.396803,0.9990414110429447,1,1,1
malt,run_342763,0,14,782,vae,turn_embedding_pool_side,0.7146475,0.71034265,4.304812,0.9990414110429447,1,1,1
malt,run_342776,0,17,732,vae,turn_embedding_pool_side,0.65828395,0.6537161,4.567845,0.9990414110429447,1,1,1
malt,run_342737,0,86,24210,vae,turn_embedding_pool_side,1.2386051,1.2341298,4.4753585,0.9994248466257669,1,1,1
malt,run_342780,0,20,1256,vae,turn_embedding_pool_side,0.6494596,0.6446333,4.826294,0.9990414110429447,1,1,1
malt,run_342777,0,32,2722,vae,turn_embedding_pool_side,0.7285457,0.7238217,4.7240033,0.9990414110429447,1,1,1
malt,run_342779,0,32,1834,vae,turn_embedding_pool_side,0.70825785,0.70353836,4.7195063,0.9990414110429447,1,1,1
malt,run_342781,0,20,1299,vae,turn_embedding_pool_side,0.6907042,0.6860589,4.6453657,0.9990414110429447,1,1,1
malt,run_342782,0,20,992,vae,turn_embedding_pool_side,0.6658477,0.66108096,4.7667913,0.9990414110429447,1,1,1
malt,run_342784,0,23,1396,vae,turn_embedding_pool_side,0.68820924,0.6835793,4.6298995,0.9990414110429447,1,1,1
malt,run_342783,0,20,1090,vae,turn_embedding_pool_side,0.67533576,0.6705943,4.7415094,0.9990414110429447,1,1,1
malt,run_342786,0,14,882,vae,turn_embedding_pool_side,0.66655713,0.6619464,4.6107335,0.9990414110429447,1,1,1
malt,run_342752,0,89,20588,vae,turn_embedding_pool_side,1.1473548,1.143876,3.4789433,0.9994248466257669,1,1,1
malt,run_342785,0,23,1160,vae,turn_embedding_pool_side,0.682541,0.6779092,4.631841,0.9990414110429447,1,1,1
malt,run_342788,0,14,588,vae,turn_embedding_pool_side,0.6606714,0.6559057,4.7657027,0.9990414110429447,1,1,1
malt,run_342790,0,17,919,vae,turn_embedding_pool_side,0.6884502,0.68368345,4.7667513,0.9990414110429447,1,1,1
malt,run_342787,0,23,1906,vae,turn_embedding_pool_side,0.6694185,0.6647538,4.6647334,0.9990414110429447,1,1,1
malt,run_342789,0,17,875,vae,turn_embedding_pool_side,0.6737852,0.6692636,4.5216155,0.9990414110429447,1,1,1
malt,run_342792,0,17,862,vae,turn_embedding_pool_side,0.68565595,0.68109906,4.556903,0.9990414110429447,1,1,1
malt,run_342796,0,14,960,vae,turn_embedding_pool_side,0.6508792,0.64603466,4.8445253,0.9990414110429447,1,1,1
malt,run_342791,0,17,733,vae,turn_embedding_pool_side,0.6731706,0.6685386,4.632036,0.9990414110429447,1,1,1
malt,run_342793,0,17,845,vae,turn_embedding_pool_side,0.68225014,0.6777456,4.504564,0.9990414110429447,1,1,1
malt,run_342794,0,14,1121,vae,turn_embedding_pool_side,0.68135524,0.676648,4.707247,0.9990414110429447,1,1,1
malt,run_342799,0,8,363,vae,turn_embedding_pool_side,0.66646826,0.66167563,4.792653,0.9990414110429447,1,1,1
malt,run_342795,0,14,794,vae,turn_embedding_pool_side,0.6656648,0.66089225,4.7725344,0.9990414110429447,1,1,1
malt,run_342802,0,11,746,vae,turn_embedding_pool_side,0.68394214,0.67919356,4.748605,0.9990414110429447,1,1,1
malt,run_342801,0,11,732,vae,turn_embedding_pool_side,0.69897413,0.69435847,4.615639,0.9990414110429447,1,1,1
malt,run_342797,0,38,4142,vae,turn_embedding_pool_side,0.7355022,0.7307703,4.7318807,0.9990414110429447,1,1,1
malt,run_342800,0,14,791,vae,turn_embedding_pool_side,0.66555285,0.6610876,4.4652586,0.9990414110429447,1,1,1
malt,run_342803,0,23,1506,vae,turn_embedding_pool_side,0.67587596,0.67121726,4.658689,0.9990414110429447,1,1,1
malt,run_342798,0,38,3137,vae,turn_embedding_pool_side,0.7496586,0.7447156,4.943018,0.9990414110429447,1,1,1
malt,run_342804,0,20,1123,vae,turn_embedding_pool_side,0.6782791,0.67369586,4.5832114,0.9990414110429447,1,1,1
malt,run_342805,0,26,1960,vae,turn_embedding_pool_side,0.6885888,0.68389225,4.69655,0.9990414110429447,1,1,1
malt,run_342825,0,23,2915,vae,turn_embedding_pool_side,0.75101,0.747515,3.4949965,0.9990414110429447,1,1,1
malt,run_342824,0,20,2870,vae,turn_embedding_pool_side,0.7421328,0.73897916,3.1536345,0.9990414110429447,1,1,1
malt,run_342822,0,38,2880,vae,turn_embedding_pool_side,0.9053478,0.901263,4.08484,0.9990414110429447,1,1,1
malt,run_342818,0,47,4131,vae,turn_embedding_pool_side,0.9464119,0.9419417,4.47023,0.9992331288343558,1,1,1
malt,run_342821,0,41,3404,vae,turn_embedding_pool_side,0.89849895,0.89426464,4.234327,0.9990414110429447,1,1,1
malt,run_342819,0,44,4698,vae,turn_embedding_pool_side,0.92469704,0.9201252,4.5718837,0.9990414110429447,1,1,1
malt,run_342820,0,47,4059,vae,turn_embedding_pool_side,0.9693324,0.9651882,4.1442013,0.9992331288343558,1,1,1
malt,run_342823,0,44,3189,vae,turn_embedding_pool_side,0.974055,0.96990633,4.148635,0.9992331288343558,1,1,1
malt,run_342826,0,20,3701,vae,turn_embedding_pool_side,0.76409376,0.7608441,3.2496665,0.9990414110429447,1,1,1
malt,run_342829,0,17,1771,vae,turn_embedding_pool_side,0.7146381,0.71134114,3.2969472,0.9990414110429447,1,1,1
